Season,HomeTeam,AwayTeam,HomePossession,AwayPossession,HomeTouches,AwayTouches,HomePasses,AwayPasses,HomeTackles,AwayTackles,HomeClearances,AwayClearances,HomeOffsides,AwayOffsides
2013/14,Manchester United,Southampton,46.4,53.6,656,664,393,454,18,27,48,23,8,2
2013/14,Newcastle United,Liverpool,37.7,62.3,536,777,327,555,21,17,38,31,0,2
2013/14,Stoke City,West Bromwich Albion,49.7,50.3,607,639,401,399,20,14,25,30,2,2
2013/14,Swansea City,Sunderland,63.9,36.1,792,511,628,347,10,20,12,16,2,5
2013/14,West Ham United,Manchester City,37.9,62.1,544,804,344,604,18,22,19,37,1,1
2013/14,Aston Villa,Tottenham Hotspur,37.1,62.9,537,746,310,531,17,18,29,22,2,1
2013/14,Crystal Palace,Fulham,45.9,54.1,581,664,374,453,22,27,11,31,2,1
2013/14,Aston Villa,Everton,46.9,53.1,596,675,383,447,15,26,17,39,2,3
2013/14,Crystal Palace,Arsenal,37.5,62.5,601,880,386,665,25,26,24,21,2,2
2013/14,Liverpool,West Bromwich Albion,54.8,45.2,737,608,514,416,21,18,26,18,1,0
2013/14,Manchester United,Stoke City,66.7,33.3,800,475,565,282,11,18,22,39,2,0
2013/14,Norwich City,Cardiff City,60.5,39.5,746,565,518,338,9,17,16,56,2,3
2013/14,Southampton,Fulham,66.2,33.8,840,532,634,312,28,16,21,30,4,3
2013/14,Chelsea,Manchester City,45.5,54.5,623,670,396,480,26,22,31,20,4,2
2013/14,Sunderland,Newcastle United,48.3,51.7,542,591,341,375,16,8,42,34,4,2
2013/14,Swansea City,West Ham United,67,33,797,481,578,275,17,12,32,33,2,2
2013/14,Tottenham Hotspur,Hull City,66.2,33.8,768,462,542,268,19,27,28,23,1,1
2013/14,Arsenal,Liverpool,54.4,45.6,837,746,614,510,34,27,17,28,1,4
2013/14,Fulham,Manchester United,47,53,675,743,451,517,25,25,24,40,2,1
2013/14,Hull City,Sunderland,70,30,770,435,574,245,11,18,9,42,3,0
2013/14,Manchester City,Norwich City,68.3,31.7,953,522,769,352,12,14,16,17,1,0
2013/14,Newcastle United,Chelsea,39.1,60.9,563,741,344,535,10,18,48,32,3,4
2013/14,Stoke City,Southampton,39.2,60.8,548,747,325,508,23,14,23,28,0,2
2013/14,West Bromwich Albion,Crystal Palace,49.8,50.2,628,660,415,437,17,23,24,37,2,0
2013/14,West Ham United,Aston Villa,59.4,40.6,761,561,536,375,6,24,30,45,0,1
2013/14,Cardiff City,Swansea City,45.3,54.7,615,706,429,520,18,15,26,19,3,5
2013/14,Everton,Tottenham Hotspur,52.2,47.8,634,597,408,374,18,17,27,30,2,0
2013/14,Aston Villa,Cardiff City,43.1,56.9,543,695,341,461,22,15,24,37,5,7
2013/14,Chelsea,West Bromwich Albion,67.8,32.2,844,518,630,294,22,22,18,48,3,0
2013/14,Crystal Palace,Everton,27.2,72.8,423,837,222,622,21,15,29,24,4,1
2013/14,Liverpool,Fulham,67.3,32.7,934,567,722,334,25,20,18,27,4,2
2013/14,Norwich City,West Ham United,46.9,53.1,594,654,405,457,20,16,34,33,0,6
2013/14,Southampton,Hull City,60.5,39.5,770,539,561,356,12,22,38,15,3,6
2013/14,Manchester United,Arsenal,40.5,59.5,606,783,354,539,29,29,49,37,2,2
2013/14,Sunderland,Manchester City,36.9,63.1,567,836,378,635,18,11,37,11,0,2
2013/14,Swansea City,Stoke City,65.1,34.9,767,493,538,292,18,28,8,35,3,0
2013/14,Tottenham Hotspur,Newcastle United,65.3,34.7,733,509,472,256,20,29,31,47,2,8
2013/14,Arsenal,Southampton,49.3,50.7,724,699,478,492,21,34,35,26,11,7
2013/14,Everton,Liverpool,50.7,49.3,639,613,384,378,24,29,31,39,1,4
2013/14,Fulham,Swansea City,36.7,63.3,575,853,365,643,15,19,39,21,2,0
2013/14,Hull City,Crystal Palace,62.3,37.7,717,566,506,315,18,13,17,69,2,2
2013/14,Newcastle United,Norwich City,48.8,51.2,677,657,457,476,18,19,38,25,2,1
2013/14,Stoke City,Sunderland,49.9,50.1,626,644,455,459,15,6,19,24,2,2
2013/14,West Ham United,Chelsea,44.9,55.1,617,695,388,490,18,21,41,39,3,2
2013/14,Cardiff City,Manchester United,49.9,50.1,598,619,383,391,20,22,25,46,0,3
2013/14,Manchester City,Tottenham Hotspur,46.9,53.1,661,685,457,510,26,23,32,12,1,5
2013/14,West Bromwich Albion,Aston Villa,51.4,48.6,675,609,439,420,10,20,56,33,6,5
2013/14,Aston Villa,Sunderland,50.9,49.1,627,601,432,419,10,15,16,23,2,5
2013/14,Cardiff City,Arsenal,43.5,56.5,600,761,422,561,11,17,18,38,2,1
2013/14,Everton,Stoke City,54,46,716,619,479,409,18,30,25,25,3,4
2013/14,Newcastle United,West Bromwich Albion,53.1,46.9,644,628,447,397,23,18,22,43,4,0
2013/14,Norwich City,Crystal Palace,60,40,724,544,511,336,13,18,33,35,1,2
2013/14,West Ham United,Fulham,48.3,51.7,598,627,365,411,23,11,41,43,3,1
2013/14,Chelsea,Southampton,51,49,647,616,367,358,34,29,31,47,7,1
2013/14,Hull City,Liverpool,38.5,61.5,564,786,355,576,25,14,30,41,3,0
2013/14,Manchester City,Swansea City,45.5,54.5,681,762,495,596,14,19,17,17,3,2
2013/14,Tottenham Hotspur,Manchester United,40,60,525,686,304,463,24,22,20,40,2,1
2013/14,Crystal Palace,West Ham United,37,63,498,705,265,457,21,24,61,43,2,6
2013/14,Arsenal,Hull City,66.6,33.4,1001,566,803,389,11,21,25,17,1,2
2013/14,Fulham,Tottenham Hotspur,39.4,60.6,578,755,321,533,23,15,36,34,4,0
2013/14,Liverpool,Norwich City,61.8,38.2,822,561,603,356,23,18,25,18,2,0
2013/14,Manchester United,Everton,52,48,707,669,460,437,17,23,29,49,1,2
2013/14,Southampton,Aston Villa,78.1,21.9,930,397,710,196,16,24,11,35,3,6
2013/14,Stoke City,Cardiff City,59.2,40.8,720,556,478,320,15,16,19,47,6,3
2013/14,Sunderland,Chelsea,45,55,579,713,391,500,17,17,20,36,4,3
2013/14,Swansea City,Newcastle United,65.4,34.6,957,600,744,384,17,27,25,22,1,0
2013/14,West Bromwich Albion,Manchester City,41.9,58.1,604,773,408,571,26,22,19,28,2,1
2013/14,Crystal Palace,Cardiff City,43.7,56.3,544,609,285,381,22,13,53,58,2,1
2013/14,Liverpool,West Ham United,63.9,36.1,812,530,540,289,18,28,39,34,2,1
2013/14,Manchester United,Newcastle United,47.1,52.9,609,678,374,438,23,29,32,22,2,2
2013/14,Southampton,Manchester City,54.7,45.3,681,599,431,357,20,28,38,32,6,2
2013/14,Stoke City,Chelsea,42.9,57.1,566,725,361,512,21,14,21,30,2,0
2013/14,Sunderland,Tottenham Hotspur,47,53,618,713,419,488,28,20,13,25,2,1
2013/14,West Bromwich Albion,Norwich City,63.8,36.2,756,526,524,302,15,11,23,42,1,0
2013/14,Arsenal,Everton,44.1,55.9,621,731,403,515,20,14,28,27,2,1
2013/14,Fulham,Aston Villa,52.9,47.1,661,618,428,375,20,22,43,53,2,1
2013/14,Swansea City,Hull City,65.7,34.3,921,591,713,376,17,26,19,50,2,2
2013/14,Cardiff City,West Bromwich Albion,48.2,51.8,521,549,307,333,13,24,42,32,5,9
2013/14,Chelsea,Crystal Palace,69.7,30.3,843,487,606,252,24,33,36,35,2,2
2013/14,Everton,Fulham,57.5,42.5,730,594,529,393,16,21,18,25,0,3
2013/14,Hull City,Stoke City,46.2,53.8,655,734,429,507,15,22,32,53,2,4
2013/14,Manchester City,Arsenal,52.4,47.6,694,657,479,419,22,22,27,29,2,4
2013/14,Newcastle United,Southampton,39.8,60.2,569,714,319,507,21,22,28,35,7,6
2013/14,West Ham United,Sunderland,41.3,58.7,522,636,296,419,22,22,34,15,0,1
2013/14,Aston Villa,Manchester United,44,56,588,730,394,511,21,15,17,38,2,2
2013/14,Norwich City,Swansea City,37.5,62.5,563,826,348,608,19,23,15,44,1,1
2013/14,Tottenham Hotspur,Liverpool,43.2,56.8,589,714,361,497,21,23,31,34,0,4
2013/14,Crystal Palace,Newcastle United,33.1,66.9,491,813,283,583,26,26,22,24,4,4
2013/14,Fulham,Manchester City,46.1,53.9,670,735,460,540,18,14,29,32,4,2
2013/14,Liverpool,Cardiff City,68.9,31.1,878,484,638,266,21,28,34,28,2,1
2013/14,Manchester United,West Ham United,61.8,38.2,704,463,519,309,11,12,30,21,3,2
2013/14,Stoke City,Aston Villa,53.5,46.5,517,455,288,256,16,22,32,19,3,3
2013/14,Sunderland,Norwich City,58.8,41.2,685,532,489,325,12,25,14,33,1,1
2013/14,West Bromwich Albion,Hull City,60.4,39.6,710,511,499,330,16,17,21,17,1,2
2013/14,Southampton,Tottenham Hotspur,57.2,42.8,781,621,517,378,30,26,36,27,3,3
2013/14,Swansea City,Everton,54.5,45.5,699,611,503,408,18,17,29,32,3,1
2013/14,Arsenal,Chelsea,61.4,38.6,760,532,544,340,17,17,42,36,3,2
2013/14,Aston Villa,Crystal Palace,64.7,35.3,697,493,497,263,16,14,20,49,2,4
2013/14,Cardiff City,Southampton,39.6,60.4,527,740,330,530,13,26,23,37,2,2
2013/14,Chelsea,Swansea City,45.5,54.5,633,715,403,485,19,14,24,33,1,2
2013/14,Everton,Sunderland,54.7,45.3,650,570,444,383,11,17,21,26,2,1
2013/14,Hull City,Manchester United,38.8,61.2,514,759,325,537,23,6,22,54,2,2
2013/14,Manchester City,Liverpool,51.9,48.1,703,696,505,467,22,13,27,40,1,3
2013/14,Newcastle United,Stoke City,57.8,42.2,680,531,477,359,16,15,10,29,1,1
2013/14,Norwich City,Fulham,50.2,49.8,594,615,393,400,13,13,31,42,3,2
2013/14,Tottenham Hotspur,West Bromwich Albion,64.1,35.9,751,498,508,286,18,25,21,41,4,4
2013/14,West Ham United,Arsenal,33.7,66.3,484,793,271,556,8,16,36,50,3,2
2013/14,Aston Villa,Swansea City,27,73,444,932,254,730,22,7,32,28,1,2
2013/14,Cardiff City,Sunderland,44.1,55.9,563,667,367,465,12,13,30,15,0,2
2013/14,Hull City,Fulham,52.7,47.3,694,675,495,465,19,17,12,43,11,9
2013/14,Manchester City,Crystal Palace,76.3,23.7,996,442,803,236,18,20,17,34,1,1
2013/14,Norwich City,Manchester United,45.1,54.9,597,750,396,492,18,14,25,66,0,2
2013/14,West Ham United,West Bromwich Albion,46.5,53.5,544,617,345,409,17,14,30,36,4,3
2013/14,Chelsea,Liverpool,52.1,47.9,637,620,423,375,19,30,21,41,1,1
2013/14,Everton,Southampton,44.1,55.9,596,654,353,449,26,18,35,14,3,3
2013/14,Newcastle United,Arsenal,47.3,52.7,682,772,467,531,23,20,27,55,1,1
2013/14,Tottenham Hotspur,Stoke City,67.5,32.5,839,488,616,292,17,24,16,37,0,4
2013/14,Arsenal,Cardiff City,68.1,31.9,863,466,624,288,9,13,35,32,3,3
2013/14,Crystal Palace,Norwich City,45.1,54.9,527,608,305,403,21,13,24,40,0,1
2013/14,Fulham,West Ham United,67.7,32.3,783,448,564,256,15,6,37,32,4,4
2013/14,Liverpool,Hull City,58.2,41.8,762,572,553,381,7,18,44,9,1,2
2013/14,Manchester United,Tottenham Hotspur,61.1,38.9,759,564,509,342,16,23,24,45,2,2
2013/14,Southampton,Chelsea,54.4,45.6,714,628,479,403,18,35,28,32,1,7
2013/14,Stoke City,Everton,39.5,60.5,540,754,325,508,22,21,22,18,1,1
2013/14,Sunderland,Aston Villa,64.8,35.2,707,479,523,285,17,19,9,28,4,1
2013/14,Swansea City,Manchester City,52.2,47.8,711,658,486,453,14,16,36,34,3,3
2013/14,West Bromwich Albion,Newcastle United,46.2,53.8,612,684,415,479,15,19,28,24,4,2
2013/14,Cardiff City,West Ham United,63,37,705,484,484,278,7,14,41,55,1,1
2013/14,Everton,Norwich City,62.4,37.6,765,516,522,312,20,14,24,36,2,2
2013/14,Fulham,Sunderland,58.9,41.1,664,500,463,321,17,18,24,24,3,0
2013/14,Hull City,Chelsea,44.4,55.6,586,710,381,483,20,14,32,42,2,0
2013/14,Manchester United,Swansea City,38.6,61.4,632,867,418,677,9,25,24,22,1,0
2013/14,Southampton,West Bromwich Albion,61.6,38.4,792,564,579,348,16,22,36,32,3,8
2013/14,Tottenham Hotspur,Crystal Palace,68.4,31.6,857,497,642,281,18,20,34,33,1,1
2013/14,Newcastle United,Manchester City,54.4,45.6,664,587,439,373,16,23,29,53,3,4
2013/14,Stoke City,Liverpool,51,49,658,651,412,433,13,23,25,48,1,0
2013/14,Aston Villa,Arsenal,36,64,552,898,364,676,22,25,21,54,4,5
2013/14,Arsenal,Fulham,58.7,41.3,900,662,684,478,18,16,26,28,1,1
2013/14,Crystal Palace,Stoke City,43.7,56.3,582,689,344,454,20,23,45,38,2,2
2013/14,Liverpool,Aston Villa,55.8,44.2,693,524,451,335,16,20,54,28,3,1
2013/14,Manchester City,Cardiff City,62.2,37.8,788,542,589,340,16,17,24,34,3,3
2013/14,Norwich City,Hull City,56.2,43.8,655,547,421,325,11,22,29,39,1,1
2013/14,Sunderland,Southampton,36.5,63.5,528,797,307,553,23,16,22,48,5,1
2013/14,West Ham United,Newcastle United,48.3,51.7,590,685,362,413,23,20,36,72,4,3
2013/14,Chelsea,Manchester United,43.9,56.1,581,663,356,435,22,27,51,32,2,2
2013/14,Swansea City,Tottenham Hotspur,56.2,43.8,857,720,648,504,22,30,18,22,2,2
2013/14,West Bromwich Albion,Everton,50.1,49.9,698,678,429,442,23,16,54,39,2,2
2013/14,Crystal Palace,Hull City,37.5,62.5,512,715,290,493,18,17,46,43,1,2
2013/14,Liverpool,Everton,39.1,60.9,567,752,339,519,25,22,44,18,1,0
2013/14,Manchester United,Cardiff City,46.2,53.8,647,710,463,532,23,10,36,21,4,2
2013/14,Norwich City,Newcastle United,46.2,53.8,538,621,315,372,15,16,33,26,2,3
2013/14,Southampton,Arsenal,52.6,47.4,745,725,522,480,29,18,30,35,2,2
2013/14,Swansea City,Fulham,61.9,38.1,831,592,630,385,18,12,22,42,0,2
2013/14,Aston Villa,West Bromwich Albion,43.7,56.3,549,691,358,476,23,22,14,26,8,7
2013/14,Chelsea,West Ham United,72.4,27.6,781,407,555,191,14,16,22,52,2,1
2013/14,Sunderland,Stoke City,48.1,51.9,621,618,402,429,23,26,32,11,1,0
2013/14,Tottenham Hotspur,Manchester City,34.2,65.8,526,869,329,655,23,34,18,14,2,2
2013/14,Cardiff City,Norwich City,49.2,50.8,640,641,383,383,23,18,52,39,2,2
2013/14,Everton,Aston Villa,71,29,790,403,575,239,14,18,30,31,9,3
2013/14,Fulham,Southampton,39.1,60.9,584,778,351,546,21,20,44,34,5,2
2013/14,Hull City,Tottenham Hotspur,38.4,61.6,507,704,297,485,16,14,29,33,4,5
2013/14,Newcastle United,Sunderland,51,49,541,542,316,316,23,16,18,28,2,0
2013/14,Stoke City,Manchester United,37.7,62.3,516,698,266,442,18,24,48,42,3,3
2013/14,West Ham United,Swansea City,35,65,504,748,268,504,25,15,58,38,0,2
2013/14,Arsenal,Crystal Palace,73,27,1012,485,785,273,22,31,33,19,0,3
2013/14,West Bromwich Albion,Liverpool,49.7,50.3,667,696,429,435,22,20,26,37,0,2
2013/14,Manchester City,Chelsea,65.3,34.7,730,511,480,255,33,15,29,56,0,4
2013/14,Aston Villa,West Ham United,67.8,32.2,721,461,523,231,8,11,22,69,2,4
2013/14,Chelsea,Newcastle United,59,41,735,570,511,352,33,20,28,26,2,0
2013/14,Crystal Palace,West Bromwich Albion,34,66,494,740,254,497,18,29,36,24,1,1
2013/14,Liverpool,Arsenal,42.7,57.3,608,755,373,497,35,16,37,38,4,0
2013/14,Norwich City,Manchester City,32.4,67.6,477,828,286,619,14,15,47,31,2,1
2013/14,Southampton,Stoke City,60.4,39.6,744,539,503,316,23,21,39,33,0,4
2013/14,Sunderland,Hull City,43.8,56.2,590,713,408,532,10,12,21,17,1,3
2013/14,Swansea City,Cardiff City,62,38,805,557,580,359,28,18,37,20,1,2
2013/14,Manchester United,Fulham,75.4,24.6,904,435,650,216,10,17,24,89,5,0
2013/14,Tottenham Hotspur,Everton,45.8,54.2,595,668,354,427,25,37,18,30,0,4
2013/14,Cardiff City,Aston Villa,45.4,54.6,591,643,325,393,16,24,49,35,4,3
2013/14,Hull City,Southampton,37.5,62.5,600,850,359,613,25,27,19,34,3,3
2013/14,West Bromwich Albion,Chelsea,40.1,59.9,538,712,316,489,24,17,25,38,1,1
2013/14,West Ham United,Norwich City,48.2,51.8,566,612,332,365,21,21,61,65,2,0
2013/14,Arsenal,Manchester United,57.4,42.6,816,637,563,410,23,27,39,40,1,2
2013/14,Fulham,Liverpool,31.1,68.9,471,882,276,655,15,20,31,59,4,3
2013/14,Newcastle United,Tottenham Hotspur,49.3,50.7,651,680,439,460,19,21,13,38,3,0
2013/14,Stoke City,Swansea City,35.7,64.3,538,826,307,553,30,25,27,39,0,1
2013/14,Arsenal,Sunderland,64.8,35.2,848,530,691,371,13,15,16,19,0,4
2013/14,Cardiff City,Hull City,56.2,43.8,688,567,444,368,11,26,19,45,2,3
2013/14,Chelsea,Everton,46.6,53.4,658,702,403,455,23,29,34,40,2,2
2013/14,Crystal Palace,Manchester United,33.5,66.5,518,883,321,666,16,14,20,44,2,3
2013/14,Manchester City,Stoke City,74.1,25.9,878,422,697,231,20,16,21,36,0,3
2013/14,West Bromwich Albion,Fulham,63.4,36.6,722,529,495,287,18,29,16,64,1,3
2013/14,West Ham United,Southampton,31.5,68.5,454,799,234,561,19,12,30,43,1,1
2013/14,Liverpool,Swansea City,53.4,46.6,736,666,524,445,25,21,19,20,2,0
2013/14,Newcastle United,Aston Villa,54.7,45.3,672,564,414,349,22,20,30,34,5,3
2013/14,Norwich City,Tottenham Hotspur,40.9,59.1,577,719,362,526,26,22,37,16,3,1
2013/14,Everton,West Ham United,68.9,31.1,706,404,474,193,16,17,31,48,1,1
2013/14,Fulham,Chelsea,41.9,58.1,537,712,335,489,13,15,28,42,1,4
2013/14,Hull City,Newcastle United,48.4,51.6,573,636,372,411,21,12,14,54,1,3
2013/14,Southampton,Liverpool,57.3,42.7,787,630,538,399,33,26,35,33,2,1
2013/14,Stoke City,Arsenal,43.4,56.6,634,791,417,553,19,13,29,49,5,0
2013/14,Aston Villa,Norwich City,55.1,44.9,700,605,489,399,25,19,21,36,1,2
2013/14,Swansea City,Crystal Palace,68.7,31.3,928,528,718,316,25,22,22,23,3,0
2013/14,Tottenham Hotspur,Cardiff City,60.4,39.6,768,546,541,345,19,19,38,32,2,5
2013/14,Cardiff City,Fulham,46.4,53.6,625,675,391,458,13,23,43,38,0,2
2013/14,Chelsea,Tottenham Hotspur,53.6,46.4,658,597,471,395,25,21,20,21,6,2
2013/14,Crystal Palace,Southampton,35.7,64.3,510,751,255,496,24,27,35,66,7,1
2013/14,Norwich City,Stoke City,52.5,47.5,599,563,403,368,14,20,24,42,0,1
2013/14,West Bromwich Albion,Manchester United,45,55,602,701,366,461,19,26,31,44,2,1
2013/14,Aston Villa,Chelsea,38.6,61.4,522,721,300,497,26,8,42,23,3,7
2013/14,Everton,Cardiff City,67.7,32.3,793,482,540,250,24,25,19,34,1,3
2013/14,Fulham,Newcastle United,38.9,61.1,516,694,277,440,23,22,39,30,6,1
2013/14,Hull City,Manchester City,54.3,45.7,749,631,530,456,10,14,33,31,6,0
2013/14,Southampton,Norwich City,63.1,36.9,786,508,567,325,17,25,25,20,3,1
2013/14,Stoke City,West Ham United,54.7,45.3,606,520,375,305,24,14,42,30,1,3
2013/14,Sunderland,Crystal Palace,64.5,35.5,624,473,437,244,18,11,12,51,3,0
2013/14,Swansea City,West Bromwich Albion,62,38,880,600,655,400,17,20,22,30,4,0
2013/14,Manchester United,Liverpool,48.5,51.5,638,689,411,448,31,38,25,26,3,1
2013/14,Tottenham Hotspur,Arsenal,59,41,674,589,471,330,13,21,14,64,3,4
2013/14,Cardiff City,Liverpool,33.4,66.6,497,849,301,650,21,22,15,28,0,1
2013/14,Chelsea,Arsenal,52.9,47.1,712,668,517,457,15,19,24,23,6,2
2013/14,Everton,Swansea City,40.7,59.3,622,815,400,594,23,19,39,14,0,1
2013/14,Hull City,West Bromwich Albion,43.2,56.8,520,615,300,392,23,14,36,14,3,1
2013/14,Manchester City,Fulham,67.6,32.4,810,462,619,299,17,16,21,24,0,2
2013/14,Newcastle United,Crystal Palace,72.7,27.3,942,482,712,251,17,31,25,32,1,5
2013/14,Norwich City,Sunderland,54.1,45.9,628,561,436,368,12,18,23,24,2,4
2013/14,West Ham United,Manchester United,44.8,55.2,587,705,365,484,16,16,27,53,0,2
2013/14,Aston Villa,Stoke City,50.4,49.6,668,673,464,479,20,14,15,36,2,4
2013/14,Tottenham Hotspur,Southampton,51.1,48.9,666,682,420,414,20,28,33,60,1,8
2013/14,Arsenal,Swansea City,60.5,39.5,903,665,689,454,16,21,23,61,0,3
2013/14,Manchester United,Manchester City,52.7,47.3,756,705,545,491,16,15,33,24,1,3
